"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.436615027E0,-2.294575691E0,4.512803555E0,-7.387933731E-1,5.116276886E0
6.446615860E0,-2.261600494E0,4.509060860E0,-8.423891068E-1,5.114302107E0
6.456615860E0,-2.197597980E0,4.491737366E0,-8.750085831E-1,5.076493028E0
6.466615860E0,-2.149858475E0,4.464458466E0,-8.382492065E-1,5.025529085E0
6.476615860E0,-2.122163296E0,4.513146877E0,-7.821598053E-1,5.048152707E0
6.486616726E0,-2.081093788E0,4.544071674E0,-7.670774460E-1,5.056475704E0
6.496616726E0,-2.072264194E0,4.554099560E0,-7.644329071E-1,5.061468103E0
6.506616759E0,-2.086870670E0,4.583031178E0,-7.402572632E-1,5.089910096E0
6.516616759E0,-2.134969711E0,4.690989494E0,-7.829866409E-1,5.213112907E0
6.526616759E0,-2.139670372E0,4.781601906E0,-9.115247726E-1,5.317215766E0
6.536616759E0,-2.092201710E0,4.788748264E0,-1.068312645E0,5.333920682E0
6.546616759E0,-2.053867340E0,4.724468708E0,-1.043971062E0,5.256315364E0
6.556616759E0,-2.088707685E0,4.601812363E0,-9.033794403E-1,5.133758003E0
6.566616759E0,-2.145323277E0,4.448025703E0,-7.571029663E-1,4.996053395E0
6.576616759E0,-2.227386713E0,4.296891212E0,-6.677789688E-1,4.885739904E0
6.586615892E0,-2.356215954E0,4.240015984E0,-5.481204987E-1,4.881590442E0
6.596615892E0,-2.440253973E0,4.191097260E0,-4.734945297E-1,4.872815691E0
6.606615892E0,-2.480975628E0,4.257509708E0,-4.681529999E-1,4.949827897E0
6.616615892E0,-2.498395920E0,4.329373360E0,-6.219797134E-1,5.037093867E0
6.626615925E0,-2.500782251E0,4.438440800E0,-9.026832581E-1,5.173828917E0
6.636615925E0,-2.455335140E0,4.566035271E0,-1.119863510E0,5.303908278E0
6.646616758E0,-2.369108677E0,4.554059505E0,-1.321085930E0,5.300698250E0
6.656616758E0,-2.309945107E0,4.464070320E0,-1.411743641E0,5.220803609E0
6.666616758E0,-2.368695736E0,4.404654503E0,-1.658264637E0,5.268922317E0
6.676616724E0,-2.404370070E0,4.424829483E0,-1.431397915E0,5.235361628E0
6.686617557E0,-2.434617519E0,4.455629826E0,-1.036242485E0,5.182065042E0
6.696617557E0,-2.440619946E0,4.431271553E0,-8.262767792E-1,5.125965920E0
6.706617557E0,-2.384498119E0,4.355533600E0,-7.987899780E-1,5.029370701E0
6.716617557E0,-2.324913025E0,4.286393642E0,-7.856826782E-1,4.939199156E0
