Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.505064083E0,2.401821012E0,-3.030591115E0,-2.663638279E0,4.695550614E0
2.515015083E0,1.220867638E0,-3.949164136E0,-2.018766991E0,4.600199488E0
2.524966083E0,-3.719419724E-1,-5.108904104E0,-1.237522847E0,5.269791720E0
2.534917083E0,-2.197856097E0,-5.876526575E0,-3.575595760E-1,6.284264863E0
2.544868083E0,-3.798147220E0,-6.378285506E0,7.087877870E-1,7.457266820E0
2.554819083E0,-5.489390613E0,-7.004499498E0,2.350588878E0,9.204438635E0
2.564770083E0,-6.436992136E0,-6.787764264E0,3.472305865E0,9.978252326E0
2.574722083E0,-5.855009406E0,-6.201047044E0,3.480877883E0,9.211440193E0
2.584673083E0,-4.284699297E0,-5.522053744E0,3.111561896E0,7.650721734E0
2.594624083E0,-1.211000462E0,-4.541865396E0,2.368956737E0,5.263745759E0
2.604575083E0,2.478110805E0,-3.675070347E0,1.399143396E0,4.648093960E0
2.614526083E0,4.437893423E0,-3.444768111E0,7.005841434E-1,5.661461253E0
2.624477083E0,5.246824134E0,-4.388838500E0,-1.366190243E-1,6.841763781E0
2.634429083E0,6.598834879E0,-4.409308433E0,-3.272628129E-2,7.936478666E0
2.644380083E0,7.428818489E0,-3.784244295E0,7.111430454E-1,8.367411396E0
2.654331083E0,7.462389693E0,-3.394712144E0,5.070588470E-1,8.213917406E0
2.664282083E0,6.031540355E0,-4.898541750E0,7.481904191E-1,7.806086038E0
2.674233083E0,5.635621875E0,-5.524677390E0,1.211119452E0,7.984303633E0
2.684184083E0,4.744281676E0,-4.981073445E0,-3.290169775E-2,6.878981306E0
2.694136083E0,3.057037779E0,-3.951295153E0,-2.452025206E0,5.565127221E0
2.704087083E0,2.789871479E0,-3.773905249E0,-3.254007670E0,5.710893942E0
2.714038083E0,2.862707906E0,-3.727432163E0,-2.726177174E0,5.433312900E0
2.723989083E0,2.336502936E0,-3.724157723E0,-1.613446481E0,4.683140641E0
2.733940083E0,2.590510077E0,-4.486035304E0,-1.766556115E0,5.473205251E0
